user_message,expected_message,generated_message
"A1: Pozor! Pomurska avtocesta je zaprta med Pernico in Dragučovo proti Mariboru. Obvoz za osebna vozila je možen preko priključka Pernica proti Mariboru. B1: Zastoji Na primorski avtocesti proti Ljubljani na posameznih odsekih od Logatca proti Ljubljani, zamuda 10 minut. Na štajerski avtocesti pred Šentiljem proti Avstriji. Ovire Na vipavski hitri cesti je zapret vozni pas pred razcepom Nanos proti Razdrtemu. Na ljubljanski obvoznici je oviran promet v razcepu Koseze iz smeri Brda proti Dravljam. Prieditve V Sodražici bodo danes od 18. ure pa do jutri do 24. ure zaprte ceste iz Sodražice proti Bloški Polici, Žlebiču in Hribu. Obvoz bo urejen po lokalnih cestah. Delo na cesti Avtoceste in hitre ceste: - Na primorski avtocesti bo do 30. junija do 12. ure zaprt priključek Brezovica proti Ljubljani, zaradi nujnega popravila dilatacije. Obvoz preko priključkov Vrhnika ali Vič. - Predor Šentvid na gorenjski avtocesti bo proti Kranju zaprt danes ponoči od 22. do 10. ure dopoldne. Proti Ljubljani bo zapora pa v noči s 6. na 7. julij. Ostale ceste: - V Ljubljani bo do ponedeljka, 1. julija, do 5. ure zaprta Dunajska cesta, med Tivolsko in Vilharjevo cesto, pri železniški postaji. Do nedelje pa bo zaprta tudi del Vojkove ceste med Železno cesto in Topniško ulico. - Na cesti Podtabor - Zvirče bo eno uro zaprto križišče v Podbrezjah, v ponedeljek, 1. 7. 2024, med 9. in 14. uro. - Glavna cesta Litija - Zagorje bo pri Šklendrovcu zaprta do 17. ure. Več o delovnih zaporah v prometni napovedi. Tovorna vozila Omejitev prometa za tovorna vozila z največjo dovoljeno maso nad 7,5 t med 29. junijem in 8. septembrom 2024: - sobote med 8. in 13. uro, na Primorskih cestah pa od 6. do 16. ure; - nedelje in prazniki med 8. in 22. uro.","Na južni ljubljanski obvoznici je zaradi nesreče še vedno zaprt prehitevalni pas pred razcepom Kozarje proti Primorski in Gorenjski. Nastal je zastoj, čas potovanja se podaljša za približno pol ure. Zastoj je tudi na zahodni ljubljanski obvoznici od Kosez proti razcepu Kozarje in naprej na primorski avtocesti do Brezovice. V nasprotni smeri je promet upočasnjen od Vrhnike proti Ljubljani. Povečan promet z zastoji je na štajerski avtocesti pred Šentiljem proti Avstriji ter na cestah:
- Ljubljana- Brezovica, 
- Koper - Šmarje - Dragonja v obe smeri
- in Sečovlje - Izola prav tako v obe smeri.",Generation failed
"B1: Nesreče Oviran promet na mariborski vzhodni obvoznici med priključkoma Maribor center in Maribor vzhod proti Šentilju. Ovire Ustavljena tovorna vozila ovirajo promet na štajerski avtocesti na izvozu Lukovica iz smeri Celja Mejni prehodi Čakalna doba je na Gruškovju. Delo na cesti Do 6. maja bo vsako noč med 20. in 5. uro promet na gorenjski avtocesti skozi predor Karavanke potekal izmenično enosmerno. Čakalna doba za prehod predora bo predvidoma 30 minut. Pri Pavlovcih bo do 7. maja zaradi asfaltiranja zaprta cesta Stročja vas - Pavlovci, obvoz je urejen. Na cesti Metlika - Črnomelj bo do 18. maja zaradi asfaltiranja zaprt odsek Primostek - Grm pri Podzemlju, obvoz je urejen.",Na štajerski avtocesti proti Ljubljani je zaradi pokvarjenega vozila oviran promet med Domžalami in Šentjakobom. Na regionalni cesti Žiri-Trebíja promet ni več oviran zaradi nesreče v Fužinah. Na mejnem prehodu Gruškovje vozniki tovornih vozil na vstop v državo čakajo pol ure.,Generation failed
"B1: Ovire Na primorski avtocesti v predoru Dekani proti Ljubljani zaprt vozni pas zaradi okvare tovornega vozila. Zastoji Na ljubljanski južni obvoznici med priključkom Rudnik in razcepom Malence proti Dolenjski. Zastoj tovornih vozil: - Na podravski avtocesti pred mejnim prehodom Gruškovje proti Hrvaški, 1 km. - Na dolenjski avtocesti pred mejnim prehodom Obrežje proti hrvaški, 4 km. Mejni prehodi Čakalna doba je na Gruškovju. Delo na cesti Na dolenjski avtocesti: - V petek do 17. ure bo zaprt izvoz Novo mesto vzhod proti Ljubljani. Obvoz je preko priključka Novo mesto zahod. - V soboto, bo od 6. do 13. ure, zaprt uvoz Novo mesto vzhod proti Obrežju. Obvoz bo preko priključka Novo mesto zahod. V soboto bo zaprta cesta Dolenje Kronovo - Dobrava, v Družinski vasi, od 7. do 19. Jurklošter - Dežno bo na mostu pri Marijini vasi zaprta v soboto in nedeljo. Obvoz bo na relaciji Planina pri Sevnici - Sevnica - Radeče - Zidani Most - Rimske Toplice - Jurklošter in obratno. Zaradi vaje v predoru Golo Rebro bo v nedeljo, 22. 5. 2022, od 6. do 13. ure zaprta štajerska avtocesta v obe smeri. Proti Ljubljani med priključkoma Slovenske Konjice in Dramlje, proti Mariboru pa med Celjem center in Slovenskimi Konjicami, v tej smeri bosta zaprta tudi priključka Celje vzhod in Dramlje. Obvoz bo urejen po regionalni cesti Slovenske Konjice - Vojnik - Celje v obe smeri. Na primorski avtocesti bo do 24. junija zaradi gradnje obvoznice na Vrhniki zaprt izvoz Vrhnika iz smeri Kopra. Obvoz je preko priključka Logatec. Prireditve Sobota, kratkotrajne popolne zapore: - Maraton treh src, območje Gornje Radgone - Radencev - Murske Sobote od 8. do 15:30. - Urbanov tek, Krmačina - Drašiči - Metlika v Metliki, med 10. - 10.05 in med 10.30 - 10.55 ure. Nedelja: - Kolesarska prireditev bo potekala na področju treh občin Cerklje, Komenda in Kamnik",Na gorenjski avtocesti proti Karavankam je zaradi del nastal krajši zastoj med priključkoma Brod in Šmartno. Opozarjamo na nevarnost naleta. Na primorski avtocesti je pri Uncu promet v obe smeri oviran zaradi predmetov na vozišču. Zaradi pokvarjenega tovornjaka je na dolenjski avtocesti proti Ljubljani promet oviran med priključkoma Trebnje-vzhod in Trebnje-zahod. Na mejnem prehodu Gruškovje je povečan promet tovornih vozil pri vstopu v državo.,Generation failed
"A1: Pozor! Hrvaška avtocesta A2 Macelj, Gruškovje - Zagreb je zaprta med priključkoma Trakošćan in Krapina v obe smeri zaradi prometne nesreče. Več. Promet v obe smeri preusmerjajo na mejni prehod Obrežje. B1: Nesreče Zaprt vozni pas na ljubljanski vzhodni obvoznici na razcepu Malence iz smeri predora Golovec proti Rudniku. Zastoji Na primorski avtocesti med Postojno in Ljubljano, proti Ljubljani na posameznih odsekih, zamuda približno 20 minut. Predor Karavanke na gorenjski avtocesti zaradi povečanega prometa iz smeri Avstrije, občasno zapirajo proti Sloveniji. Na ljubljanski južni obvoznici proti Dolenjski. Občasno na podravski avtocesti pred Gruškovjem proti Hrvaški. Na mariborski vzhodni obvoznici med Dragučovo in priključkom Maribor sever proti Pesnici. Ovire Okvara tovornega vozila na primorski avtocesti med Vrhniko in Brezovico proti Ljubljani ter pri Logatcu proti Kopru. Mejni prehodi Čakalna doba: Starod, Jelšane, Metlika, Obrežje, Gruškovje in Zavrč. Delo na cesti V soboto, 30. julija, se bodo začela pripravljalna dela za obnovo severne ljubljanske obvoznice med Zadobrovo in Tomačevim. Dela bodo potekala v več fazah. Cesta Ajdovščina - Predmeja bo do sobote do 17. ure zaprta pri Lokavcu. Obvoz je urejen. Cesta Podpeč - Ig bo med Podpečjo in Jezerom zaprta od sobote od 7. ure do nedelje do 21. ure. Cesta Novo mesto - Metlika bo v Novem mestu zaprta od 30. julija do 9. avgusta zaradi preplastitve ceste. Obvoz bo skozi Novo mesto. Prireditve Na cesti Zgornji Čačič - Osilnica bodo pri Zgornjem Čačiču do 31. julija, vsak dan med 11. in 19. uro, 30 minutne popolne zapore.","Zaradi prometne nesreče je na vzhodni ljubljanski obvoznici razcepu Malence iz smeri Golovca proti Rudniku zaprt vozni pas.
Na južni ljubljanski obvoznici proti Dolenjski promet med priključkoma Rudnik in Ljubljana-jug ni več oviran zaradi nesreče. Še vedno pa je tam krajši zastoj. Na primorski avtocesti proti Ljubljani je med priključkoma Senožeče in Brezovica gost promet z zastoji na posameznih odsekih. Čas potovanja se na tem odseku podaljša za približno 40 minut.
Gneča je tudi na regionalni cesti Logatec-Vrhnika. Pred predorom Karavanke je približno 2 kilometra dolg zastoj proti Avstriji. Na mejnem prehodu Gruškovje vozniki osebnih vozil na vstop v Slovenijo čakajo več kot 2 uri, na Dragonji pa pol ure.
Pri izstopu iz države pa v Gruškovju, Jelšanah in na Obrežju čakajo pol ure.",Generation failed
"A1: Pozor! Zaprta je glavna cesta Velenje - Slovenj Gradec, pri Paki pri Velenju zaradi plazu. Obvoz možen čez Graško Goro ali skozi Vitanje. B1: Nesreče Na primorski avtocesti v predoru Dekani proti Ljubljani zaprt vozni pas. Na štajerski avtocesti med priključkoma Maribor - jug in Fram proti Ljubljani oviran promet na odstavnem pasu. Delo na cesti Nocoj, med 20. in 5. uro, bo na gorenjski avtocesti zaprt predor Šentvid v obe smeri. Na cesti Maribor - Pesnica, sta zaprta uvoza Maribor center v obe smeri predvidoma do 5. ure zjutraj. Cesta čez Pavličevo sedlo bo zaradi sekanja lesa zaprta do 24. maja. Cesta Lesce - Kamna Gorica - Lipnica bo v Kamni Gorici zaprta od sobote, 25. 5., od 6. ure, do nedelje, 26. 5., do 19. ure. Regionalna cesta Brezovica - Podpeč bo na Brezovici, na Podpeški cesti, zaradi asfaltiranja zaprta od sobote, 25. 5., od 4. ure, do nedelje, 26. 5., do 19. ure. Več o delovnih zaporah v prometni napovedi.","Zaradi plazu je zaprta glavna cesta Velenje-Slovenj Gradec, pri Paki pri Velenju. Obvoz možen čez Graško Goro ali skozi Vitanje. Zaradi pokvarjenga tovornega vozil je oviran promet na primorski avtocesti na izvozu Kastelec iz smeri Kopra. Zaradi del je krajši zastoj tudi na štajerski avtocesti pred priključkom Lukovica proti Ljubljani. Gorenjska avtocesta bo zaradi del od 20-ih do jutri do 5-ih zjutraj zaprta v predoru Šentvid v obe smeri. Obvoz bo po Celovški cesti v Ljubljani.",Generation failed
"B1: Delo na cesti Predor Šentvid na gorenjski avtocesti bo zaradi nujnih vzdrževalni del ta teden zaprt: - proti Kranju danes ponoči in v noči na sredo med 20. in 5. uro; - proti Ljubljani pa v noči na četrtek med 20. in 5. uro. Na dolenjski avtocesti bosta v noči na petek med 20. in 5. uro zaprta predora Mali Vrh in Debeli Hrib. V Ljubljani bo zaprta Dunajska cesta, podvoz pod železniško progo, v noči na sredo, med 21. in 5. uro zjutraj. Zaprta je cesta Kočevje - Ljubljana, v Ribnici, obvoz po občinskih cestah. Cesta Podlom - Kranjski Rak bo zaprta do 24. junija, vsak teden od ponedeljka od 7. ure do petka do 15. ure. Cesta Bitnje - Jereka bo zaprta do 12. julija. Obvoz preko Ribčevega Laza. Več o delovnih zaporah v prometni napovedi.",Gost promet z zastoji je na glavnih cestah Ljubljana-Škofljica in Postojna-Pivka med letališčem in Prestrankom. Zaradi pokvarjenega vozila je promet oviran na primorski avtocesti med priključkoma Kastelec in Kozina proti Ljubljani...ter na gorenjski avtocesti med Vodicami in Brnikom proti Jesenicam. Gorenjska avtocesta proti Karavankam bo zaradi del od 20-ih do jutri do 5-ih zaprta v predoru Šentvid. Obvoz bo po Celovški cesti v Ljubljani.,Generation failed
"B1: Nesreče Na gorenjski avtocesti je prometna nesreča v delovni zapori na prehitevalnem pasu pred predorom Šentvid proti Kosezam, nastal je zastoj. Mejni prehodi Čakalna doba je na mejnem prehodu Gruškovje. Ovire Zaradi okvare vozila je oviran promet na štajerski avtocesti pred predorom Ločica proti Mariboru ter na dolenjski avtocesti na uvozu Novo mesto vzhod proti Obrežju. Vreme Cesta čez prelaz Vršič je prevozna za osebna vozila z verigami. Delo na cesti Cesta Mirna Peč - Novo mesto bo zaprta do 17. ure. Obvoz je preko Karteljevega in Bučne vasi ter po lokalni cesti Kuzarjev Kal - Prečna - Novo mesto in obratno. Danes ponoči bo med 21. in 5. uro zaprta primorska avtocesta med Črnim Kalom in Srminom v obe smeri. Obvoz bo po regionalni cesti. Na gorenjski avtocesti bo zaprt predor Šentvid proti Ljubljani nocoj od 20. do 5. ure. Obvoz bo urejen preko priključka Brod na Celovško cesto in preko priključka Ljubljana sever nazaj na avtocesto.","Na južni ljubljanski obveznici je zaradi del krajši zastoj med priključkoma Ljubljana-center in Rudnik proti Dolenjski. Opozarjamo na nevarnost naleta. Na dolenjski avtocesti proti Ljubljani je zaradi pokvarjenega tovornjaka zaprt pas za počasna vozila med priključkoma Trebnje-zahod in Bič. Na glavni cesti Mengeš-Trzin je v Trzinu v križišču z Ljubljansko cesto oviran promet, ker ne delujejo semaforji. Na mejnem prehodu Gruškovje vozniki tovornih vozil na vstop v državo čakajo 1 uro.",Generation failed
"B1: Nesreče Na štajerski avtocesti je zaprt prehitevalni pas med priključkoma Šempeter in žalec proti Mariboru. Nastal je zastoj, zamuda do 15 minut. Obvoz je možen po vzporedni cesti med Šentrupertom in žalcem. Ovire Na pomurski avtocesti je zaradi okvare tovornega vozila zaprt vozni pas med priključkoma Sveti Jurij ob Ščavnici in Vučja vas proti Murski Soboti. Nastal je krajši zastoj. Zastoji Na gorenjski avtocesti pred predorom Karavanke proti Avstriji, 2 kilometra. Proti Kranjski Gori priporočamo izvoz Jesenice vzhod, Lipce. Proti Primorski: - Na južni ljubljanski obvoznici med priključkom Rudnik in razcepom Kozarje proti Brezovici, zamuda do 40 minut. - Na zahodni ljubljanski obvoznici med razcepoma Koseze in Kozarje, zamuda do 30 minut. - Na primorski avtocesti med razcepom Kozarje in priključkom Vrhnika proti Kopru, zamuda do 15 minut. Na južni ljubljanski obvoznici med razcepoma Kozarje in Malence proti Dolenjski, zamuda do 30 minut. Na severni ljubljanski obvoznici med Kosezami in Tomačevim proti Zadobrovi, zamuda do 10 minut. Na primorski avtocesti med Vrhniko in razcepom Kozarje proti Ljubljani, zamuda do 10 minut. Zaradi popoldanske prometne konice je promet povečan na mestnih obvoznicah in cestah, ki vodijo iz mestnih središč. Mejni prehodi Čakalna doba je na mejnih prehodih Starod, Jelšane, Metlika, Obrežje, Bistrica ob Sotli in Gruškovje. Prireditve Cesta Kranjska Gora - Vršič bo zaprta v soboto, 3. septembra, med 11. in 13.30 uro. Na cesti Ilirska Bistrica - Knežak - Pivka bo zaprt odsek Ilirska Bistrica - Šembije: - v soboto, 3. septembra, med 7. in 21. uro; - v nedeljo, 4. septembra, med 6. in 24. uro. Delo na cesti Popolne zapore, več: - Cesta Soteska - Gorenje bo zaprta pri Soteski do 30. novembra. - Na cesti Kranj – Jeprca bo od 3. 9. do 17. 9. popolna zapora. Cesta Bloška Polica - Sodražica, pri Žimaricah je odprta. Ponovno jo zaprejo, v soboto 3. 9. ob 7. uri, do nedelje 4. 9. do 19. ure. Na ljubljanski severni obvoznici potekajo dela med Zadobrovo in Tomačevim.","Zastoji so na zahodni in južni ljubljanski obvoznici od razcepa Koseze in priključka Rudnik proti Brezovici ter na primorski avtocesti med Logatcem in Brezovico proti Ljubljani. Zastoji so tudi na cestah  Bled-Lesce in Brezovica-Vrhnika v obe smeri. Pred predorom Karavanke je 3 kilometre dolg zastoj proti Avstriji. Na mejnem prehodu Gruškovje vozniki osebnih vozil na vstop v državo čakajo več kot 2 uri, v Starodu in Bistrici ob Sotli pa v obe smeri do pol ure.
Na Dragonji in v Sečovljah je povečan promet osebnih vozil pri izstopu iz Slovenije.",Generation failed
"B1: Zastoji Na gorenjski avtocesti pred predorom Karavanke tovornih vozil proti Avstriji, 2 kilometra. Vreme Cesta čez prelaz Vršič je prevozna samo za osebna vozila. Mejni prehodi Čakalna doba je na Gruškovju. Dela Na gorenjski avtocesti bo promet skozi predor Karavanke urejen izmenično enosmerno s čakanjem pred predorom 30 minut, med 8. in 16. uro: 1., 2., 3., 8., 9. in 10. marca. Na primorski avtocesti bo od srede oviran promet med razcepom Sermin in priključkom Črni Kal, zaprt pa bo razcep Sermin iz smeri Škofij proti Ljubljani ter priključek Luka Koper. Obvoz iz smeri Škofij proti Ljubljani bo preko priključka Bertoki.",Na avtocestnem odseku od Maribora proti Šentilju je promet zaradi del med razcepom Dragučova in krožiščem Pesnica v obe smeri urejen le po polovici avtoceste. Do 16-ih bo promet skozi predor Karavanke urejen izmenično enosmerno s polurnim čakanjem pred predorom. Pred predorom je 2 kilometra dolg zastoj tovornih vozil proti Avstriji. Na mejnem prehodu Gruškovje vozniki tovornih vozil na vstop v državo čakajo 1 uro.,Generation failed
"B1: Zastoji Na primorski avtocesti zaradi del med Postojno in počivališčem Ravbarkomanda proti Ljubljani, zamuda 15 - 20 minut. Za osebna vozila je možen obvoz po regionalni cesti Razdrto - Postojna - Unec. Delo na cesti Cesta Vrhnika - Horjul bo zaprta med Veliko Ligojno in Horjulom danes do 19. ure. V nedeljo bo v Mariboru zaprta bivša hitra cesta Pesnica - Betnava proti Ljubljani med 9. in 10. uro in proti Šentilju med 12. in 13. uro. Na primorski avtocesti bo promet potekal po enem pasu: - proti Ljubljani: - med Postojno in Uncem do nedelje do 16. ure; - proti Kopru: - med Postojno in Razdrtim danes predvidoma med 13. in 18. uro. Cesta Litija - Zagorje bo zaradi izgradnje galerije pri Šklendrovcu zaprta naslednji teden od 20. do 25. februarja, vsak dan od 7:30 do 13:30 ter nato še vsako soboto do septembra 2023. Več o delovnih zaporah v prometni napovedi. Vreme Prelaz Vršič je prevozen za osebna vozila. Prireditve Cesta Rateče - Planica bo do 6. 3. 2023 zaprta. Več o prireditvah.",Na primorski avtocesti proti Ljubljani zaradi del promet potek samo po enem pasu med Postojno in Uncem. Nastal je krajši zastoj. Regionalna cesta Vrhnika - Horjul je zaradi del zaprta med Veliko Ligojno in Horjulom.,Generation failed
"B1: Zastoji Na dolenjski avtocesti pred Višnjo Goro proti Ljubljani, zaradi del, 3 kilometre. Na štajerski avtocesti:, zastoj tovornih vozil: - med Dramljami in Žalcem proti Ljubljani ter - pred Vranskim proti Ljubljani. Mejni prehodi Čakalna doba je na mejnih prehodih: Obrežje, Dobovec in Gruškovje. Delo na cesti Do 6. maja bo ponoči, med 20. in 5. uro, promet na gorenjski avtocesti skozi predor Karavanke potekal izmenično enosmerno. Čakalna doba za prehod predora bo predvidoma 30 minut.","Na štajerski avtocesti je zaradi prometne nesreče zaprt prehitevalni pas v predoru Trojane proti Ljubljani. Prav tako zaradi nesreče je na gorenjski avtocesti oviran promet med Vodicami in Povodjem proti Ljubljani. Na dolenjski avtocesti je zaradi živali, ki je zašla na vozišče, oviran promet med priključkom Višnja Gora in Grosuplje vzhod proti Ljubljani. Zaradi jutranje konice so zastoji na štajerski avtocesti od Lukovice proti Ljubljani, na dolenjski avtocesti od Grosuplja proti Ljubljani ter na primorski avtocesti od Vrhnike proti Ljubljani. Na mejnih prehodih Starod, Dobovec in Zavrč vozniki tovornih vozil na vstop v državo čakajo do 1 uro, v Gruškovju uro in pol, na Obrežju pa več kot 2 uri.",Generation failed
"B1: Nesreče Na južni ljubljanski obvoznici je oviran promet na razcepu Malence iz smeri Kozarij proti Dolenjski. Na cesti Trzin - Domžale je v Domžalah oviran promet. Zastoji Na primorski avtocesti med Senožečami in Ljubljano, zamuda do ene ure. Ljubljanska obvoznica: - Na južni obvoznici med Kozarjami in Malencami proti Dolenjski. - Na severni obvoznici med Šiško in Novimi Jaršami v obe smeri. - Na vzhodni obvoznici med Zadobrovo in Bizovikom proti Malencam. Na dolenjski avtocesti med Malencami in Šmarjem Sapom proti Novemu mestu. Pred razcepom Dragučova iz vseh smeri. Zaradi popoldanske prometne konice je promet povečan na mestnih obvoznicah in cestah, ki vodijo iz mestnih središč. Ovire Okvare tovornega vozila: - Na primorski avtocesti je zaprt vozni pas med Postojno in Ravbarkomando proti Ljubljani. - Na mariborski vzhodni obvoznici je oviran promet pred razcepom Dragučova iz smeri Slivnice. - Na primorski avtocesti je oviran promet med predorom Dekani in priključkom Črni Kal proti Ljubljani. Vreme Cesta čez prelaz Vršič je zaradi zimskih razmer zaprta. Na višje ležečih predelih se sneg oprijema cestišč, obvezna je zimska oprema. Zaradi poslabšanja vremena voznikom svetujemo, da pozorno spremljajo vremensko napoved Več na ARSO. Delo na cesti Na dolenjski avtocesti: - Nocoj 13./14. 4., med 20. in 5. uro zjutraj je predvidena popolna zapora med priključkom Šmarje Sap in razcepom Malence proti Ljubljani. Obvoz bo po cesti Šmarje Sap - Škofljica - Ljubljana jug. - Med Ivančno Gorico in Bičem promet v obe smeri poteka po dveh zoženih pasovih. Na gorenjski avtocesti med galerijo Moste in Podtaborom bo promet v obe smeri potekal po dveh zoženih pasovih. Zaprt je priključek Brezje proti Ljubljani in priključek Radovljica proti Jesenicam, predvidoma do 4. 5. Cesta Krnica - Zgornja Radovna bo zaprta v Krnici predvidoma do 14. 4. Predvidena je popolna zapora ceste Trebija - Sovodenj, med Trebijo in Fužinami, od 14. 4. od 17. ure, do 16. 4. do 21. ure. Več o delovnih zaporah v prometni napovedi.",nan,Generation failed
